recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
6,252.42,1,0,Rural,0,Phone,No Offer,0,1.2466678331017087
10,74.03,0,1,Urban,0,Phone,Discount,0,0.8806112936386628
7,82.03,0,1,Surburban,1,Web,No Offer,0,1.6130760334229095
2,104.46,1,0,Surburban,0,Web,Discount,1,2.2267085766973516
7,184.69,1,0,Surburban,1,Web,Buy One Get One,0,1.4672832411338574
10,29.99,0,1,Urban,0,Web,No Offer,0,1.7455521012826583
1,898.12,0,1,Rural,1,Web,No Offer,0,1.0236415261429574
1,337.88,0,1,Urban,0,Phone,Discount,1,1.4310928180383258
6,49.35,0,1,Rural,0,Web,No Offer,0,1.1834873278197753
8,51.06,1,0,Urban,0,Phone,No Offer,0,1.1645792243269353
10,141.74,0,1,Rural,1,Phone,No Offer,0,0.8728406600840324
9,264.74,1,0,Urban,0,Phone,Discount,0,0.8652844862148542
4,391.2,1,0,Surburban,0,Multichannel,Discount,0,0.3060033780354783
7,356.43,1,0,Urban,1,Web,Discount,0,1.2839227635958723
6,64.1,0,1,Urban,1,Web,Discount,1,2.353545458237316
6,29.99,1,0,Rural,0,Web,No Offer,0,0.3523127403815949
1,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1.254977510271008
4,180.94,0,1,Urban,0,Web,Discount,0,1.3859708857179662
1,189.85,0,1,Surburban,1,Web,Discount,1,1.9578802672139197
4,68.83,1,0,Surburban,0,Web,Discount,0,1.4245845612433705
1,94.1,0,1,Surburban,1,Web,Discount,0,0.8794658067027974
11,216.76,0,1,Rural,0,Web,Discount,0,0.6896078478330017
7,234.01,0,1,Rural,0,Web,Buy One Get One,1,2.2194446970498283
1,187.47,0,1,Rural,1,Phone,Buy One Get One,0,0.8447752981035606
1,109.6,1,0,Rural,0,Phone,No Offer,0,1.112424541670288
12,64.62,1,0,Urban,1,Web,No Offer,0,1.6308927590855495
1,67.1,0,1,Surburban,0,Web,Discount,0,1.0518656725861577
1,521.03,0,1,Urban,1,Web,Discount,0,0.8136293905593578
1,185.06,1,0,Rural,0,Phone,Buy One Get One,0,0.7955985914906908
3,364.79,1,0,Surburban,0,Multichannel,No Offer,0,0.8009956394931677
1,96.25,1,0,Surburban,1,Phone,No Offer,0,-0.19269740110482303
8,46.83,0,1,Urban,0,Web,Discount,0,1.102565180770704
4,29.99,0,1,Urban,0,Web,Discount,0,0.9002451457471013
3,108.9,1,0,Urban,1,Web,No Offer,0,0.4469186856039362
7,99.55,0,1,Rural,0,Phone,Discount,1,2.0755592600400075
10,630.73,1,1,Surburban,1,Web,No Offer,0,1.805798706667129
8,66.63,0,1,Surburban,0,Web,Buy One Get One,0,1.7448159410005235
2,105.84,0,1,Surburban,1,Phone,No Offer,1,2.0112521468700058
4,312.9,1,1,Surburban,0,Web,No Offer,0,1.0128453483912359
8,316.46,1,1,Urban,0,Web,Buy One Get One,0,1.0401499649928252
1,969.11,0,1,Urban,1,Web,No Offer,0,1.001963267730902
10,158.42,0,1,Urban,0,Phone,Buy One Get One,0,0.059644816561537084
2,318.62,1,0,Surburban,0,Multichannel,No Offer,0,1.2932602727192686
2,29.99,1,0,Urban,0,Phone,Buy One Get One,0,0.6189757637361268
5,292.06,0,1,Surburban,0,Phone,Buy One Get One,0,1.637968348783996
3,88.64,0,1,Surburban,0,Web,Buy One Get One,0,1.3135913203590868
11,522.99,1,0,Surburban,1,Web,No Offer,0,0.7688789108764265
8,538.58,1,0,Surburban,1,Web,Buy One Get One,0,1.3108189250886775
11,158.71,0,1,Urban,0,Web,Buy One Get One,0,0.7872580412383314
2,115.14,0,1,Urban,0,Web,Buy One Get One,0,1.0036494786180261
1,29.99,1,0,Urban,0,Phone,No Offer,1,2.446739976789043
10,466.64,0,1,Surburban,0,Web,Buy One Get One,0,0.564534704319144
3,29.99,0,1,Urban,0,Phone,Buy One Get One,0,0.8069169299938013
8,122.41,0,1,Surburban,0,Web,Buy One Get One,0,0.3064652700074677
3,152.05,1,0,Urban,0,Web,Discount,0,1.5312279549551913
10,29.99,0,1,Surburban,1,Web,Buy One Get One,0,0.8915188050654099
9,145.34,0,1,Urban,0,Web,No Offer,0,1.0764545197605844
10,287.58,1,0,Surburban,0,Phone,No Offer,0,0.7944704390943453
9,686.5,1,0,Surburban,1,Phone,Buy One Get One,0,1.2020091056015016
9,220.81,0,1,Surburban,0,Phone,Buy One Get One,0,1.1290946378336773
7,206.74,1,0,Surburban,0,Web,Discount,1,1.517416850219973
1,237.0,0,1,Urban,0,Phone,Discount,1,2.9246748571286005
10,62.06,0,1,Urban,0,Phone,Discount,0,0.6206885433673172
2,607.79,0,1,Urban,1,Phone,Buy One Get One,0,1.1077156922087141
7,29.99,1,0,Urban,0,Phone,No Offer,0,1.124679045382592
1,837.05,0,1,Surburban,1,Phone,Discount,1,1.8948570715475936
8,114.26,0,1,Rural,1,Phone,Discount,0,1.0751896525355955
4,44.4,0,1,Urban,1,Web,Discount,0,0.7265762423934339
9,224.05,1,0,Urban,0,Phone,No Offer,0,1.2066238744557505
2,1367.77,1,1,Urban,1,Multichannel,No Offer,1,2.8969756871330143
1,384.92,1,0,Rural,0,Multichannel,No Offer,1,2.7381916188363116
9,662.66,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.7819578978930884
10,29.99,1,0,Surburban,1,Web,No Offer,0,0.34905098442533766
4,529.48,1,0,Rural,1,Multichannel,Discount,1,1.9698874875865282
8,89.77,1,0,Surburban,0,Phone,Discount,0,1.444817618027559
4,50.43,0,1,Rural,1,Web,Buy One Get One,0,0.6332015195629321
1,652.92,1,0,Surburban,1,Multichannel,Discount,0,0.36793630504428076
11,113.97,1,0,Surburban,1,Phone,Discount,1,2.2606512742883664
6,73.52,0,1,Surburban,1,Web,Buy One Get One,0,1.1366743990384645
1,397.21,0,1,Surburban,0,Web,Discount,0,1.1303790918923609
11,406.41,0,1,Surburban,0,Phone,No Offer,0,0.6030169536510155
5,832.39,0,1,Surburban,1,Phone,Discount,0,1.0297044269493139
7,29.99,1,0,Urban,0,Phone,Discount,0,0.3112319465684964
5,431.08,0,1,Urban,0,Web,Buy One Get One,0,0.5015883553255234
9,29.99,1,0,Surburban,1,Web,No Offer,0,0.8336844675541427
1,522.42,1,0,Rural,1,Multichannel,No Offer,0,0.5282165029936943
5,227.05,0,1,Urban,0,Web,Discount,1,1.1383405214045097
10,83.22,1,0,Surburban,0,Web,Buy One Get One,0,0.4596167767309187
3,190.7,1,0,Urban,1,Phone,Discount,0,0.9095727687407597
10,184.23,1,0,Urban,0,Web,Discount,0,0.8345575817690796
3,554.09,1,0,Urban,1,Multichannel,Buy One Get One,0,0.3193982188677147
5,510.57,1,1,Urban,1,Phone,No Offer,1,1.9038018188181782
1,269.78,1,0,Urban,0,Phone,No Offer,0,0.6382822872275162
11,418.24,1,1,Urban,0,Web,Discount,0,0.625918205467636
9,78.18,1,0,Urban,1,Phone,Discount,0,0.3486309852049967
2,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,0.40008604735916997
7,29.99,0,1,Rural,0,Web,Buy One Get One,0,1.1651746191836385
8,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,0.9228980107462194
3,181.72,1,0,Urban,1,Web,No Offer,0,1.1633586208445634
5,347.92,1,1,Urban,1,Web,No Offer,0,1.5929411968149334
7,199.56,0,1,Urban,0,Phone,No Offer,0,1.1397916619398782
11,29.99,1,0,Rural,0,Phone,No Offer,0,1.727885102481171
9,174.01,1,0,Surburban,1,Phone,No Offer,0,1.1924050234978834
2,122.82,0,1,Surburban,1,Phone,Discount,0,2.0578223836483502
5,31.28,1,0,Surburban,1,Phone,Discount,1,1.9831532630603317
2,233.58,0,1,Urban,0,Web,Discount,0,1.450113469371519
6,293.14,0,1,Rural,0,Phone,No Offer,0,1.0869170554795027
9,309.31,1,0,Surburban,0,Phone,Discount,0,1.223311416764218
3,68.5,0,1,Surburban,1,Web,Buy One Get One,0,0.8066223484853559
8,29.99,1,0,Surburban,0,Web,Discount,1,1.7865914574924395
5,182.4,1,0,Surburban,0,Phone,Buy One Get One,0,0.9521614685961844
3,59.69,1,0,Surburban,0,Phone,Buy One Get One,1,1.7939815571773985
7,29.99,0,1,Urban,0,Web,No Offer,1,2.0082630164628443
3,29.99,0,1,Urban,1,Phone,Discount,0,0.7716301904636049
8,1140.09,1,0,Surburban,1,Multichannel,Discount,0,0.40263832798416255
7,533.67,0,1,Rural,1,Phone,Discount,0,1.1488732072622179
2,200.02,0,1,Surburban,0,Multichannel,Discount,0,0.8654501027412211
12,92.3,1,0,Urban,1,Web,Buy One Get One,0,0.8585677381799665
8,125.51,1,0,Surburban,0,Phone,No Offer,0,0.6509848685647264
6,29.99,1,0,Surburban,0,Web,No Offer,0,1.274776395776659
3,372.49,1,0,Urban,1,Phone,Buy One Get One,0,0.820642481640556
2,51.07,0,1,Urban,0,Web,Buy One Get One,0,1.2825074157168275
10,67.08,0,1,Surburban,0,Web,Discount,0,0.7553414298375413
2,143.0,1,0,Urban,0,Phone,Discount,0,1.2881994773479015
11,63.49,1,0,Urban,1,Web,Buy One Get One,0,1.2208104019873767
5,332.69,1,0,Rural,0,Multichannel,Buy One Get One,0,0.9220935828612782
10,177.07,0,1,Surburban,1,Phone,No Offer,0,0.4695419209759396
12,95.2,0,1,Surburban,0,Phone,No Offer,0,0.7809735423131599
6,36.64,0,1,Urban,1,Web,Buy One Get One,0,0.786749588581074
1,172.37,1,0,Surburban,1,Phone,No Offer,0,1.6349259936698513
10,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.5654004413599271
8,73.23,1,0,Surburban,0,Web,Buy One Get One,0,0.3495438164939815
3,29.99,0,1,Surburban,1,Web,Buy One Get One,1,2.0176601687167484
6,106.4,1,0,Surburban,0,Web,Discount,1,1.3036283214841624
4,233.55,0,1,Urban,0,Web,No Offer,1,2.0403359365433795
3,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.5196177731028628
1,287.13,1,0,Urban,0,Multichannel,Discount,0,1.1250656518356557
3,29.99,0,1,Surburban,1,Phone,Discount,0,0.7745941680516845
11,293.05,0,1,Urban,0,Web,Buy One Get One,1,1.8387992935156705
10,29.99,0,1,Surburban,0,Phone,No Offer,0,1.4015232534505593
5,379.45,1,1,Surburban,0,Multichannel,Buy One Get One,0,0.23703428817817362
1,353.45,1,0,Surburban,0,Web,Discount,0,1.560029936580038
2,272.62,1,0,Urban,1,Phone,Discount,0,1.4213675768745306
1,358.65,0,1,Surburban,0,Web,Discount,0,1.3042029355722904
1,449.53,1,0,Urban,0,Multichannel,Discount,0,0.6905987497752553
5,105.33,0,1,Surburban,0,Phone,Buy One Get One,1,1.8376320090720277
8,461.85,1,0,Surburban,0,Phone,No Offer,0,1.852580712768939
5,32.95,0,1,Urban,1,Web,Buy One Get One,0,0.7171583840848927
10,240.27,0,1,Surburban,1,Web,Discount,0,1.408412044461716
5,200.16,0,1,Urban,0,Phone,No Offer,0,1.0198198606156479
4,530.87,1,0,Surburban,1,Multichannel,No Offer,0,1.234716017339724
5,550.8,0,1,Urban,1,Multichannel,Buy One Get One,1,1.7543747726828685
9,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.897913928455086
1,29.99,1,0,Surburban,0,Phone,No Offer,0,0.6671572787517221
2,88.19,1,0,Urban,0,Phone,No Offer,0,0.7878359750236961
9,63.42,0,1,Urban,1,Web,Discount,0,0.2943563364757096
3,71.47,0,1,Rural,0,Phone,Discount,0,1.1404290986005012
7,94.65,0,1,Rural,1,Web,Buy One Get One,0,0.7488233983416361
11,731.27,1,1,Surburban,1,Multichannel,Buy One Get One,0,1.1864018299004269
9,270.8,0,1,Surburban,0,Web,Buy One Get One,1,1.9885776204178578
2,292.06,0,1,Surburban,1,Web,Buy One Get One,1,1.6359192745073643
8,87.12,0,1,Urban,1,Phone,Discount,0,0.5622058718059577
7,349.73,1,0,Rural,0,Web,Discount,0,0.6220785073573298
8,29.99,0,1,Rural,0,Phone,Discount,0,1.0094584301228169
10,227.81,1,0,Urban,0,Web,No Offer,0,1.5859274638025278
9,98.93,1,0,Surburban,0,Phone,No Offer,1,1.6794296386141407
2,311.33,1,1,Surburban,0,Web,Buy One Get One,0,1.281123432935462
5,191.86,0,1,Urban,0,Web,Buy One Get One,0,1.394740159559551
5,232.05,1,1,Urban,1,Web,Discount,1,2.4266072787197634
11,202.8,0,1,Urban,1,Web,Discount,0,0.839050728055115
3,64.9,0,1,Surburban,1,Web,Buy One Get One,0,1.1748893796704294
3,173.08,0,1,Surburban,1,Phone,Buy One Get One,0,1.5926712277945527
4,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,-0.24737535265466937
7,44.85,1,0,Urban,0,Phone,Discount,0,1.1070783231836252
10,237.17,1,1,Rural,1,Web,No Offer,0,0.3749735632639596
7,892.35,1,1,Rural,1,Phone,Buy One Get One,0,0.9617698481282878
7,352.15,1,1,Surburban,1,Multichannel,Discount,1,2.1984790797961606
3,227.08,0,1,Urban,1,Phone,Buy One Get One,0,0.7193261596353335
9,116.21,0,1,Urban,0,Web,No Offer,0,1.3474507826365207
1,912.63,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.9373967717515945
1,853.02,1,1,Urban,1,Phone,Buy One Get One,0,0.4717136781840783
5,176.34,0,1,Rural,0,Phone,No Offer,0,0.8239790469926916
3,187.3,1,0,Urban,0,Web,No Offer,1,1.6048047952499216
2,676.44,1,0,Rural,1,Phone,Discount,0,0.4652619190797447
2,222.44,1,0,Urban,1,Phone,Buy One Get One,0,0.9314168871932598
10,55.63,1,0,Urban,1,Web,Discount,0,1.4404908099476934
5,319.01,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.33495434786357015
6,558.05,0,1,Surburban,1,Phone,Discount,0,0.8011245695190086
6,626.88,1,1,Surburban,1,Web,Buy One Get One,1,2.047414559841167
2,881.42,1,1,Urban,1,Multichannel,Buy One Get One,0,0.9632035989160725
11,110.21,0,1,Urban,1,Web,Buy One Get One,0,0.7496496282737077
3,37.33,0,1,Urban,1,Web,No Offer,0,0.31948447284185255
10,566.99,0,1,Urban,1,Multichannel,Buy One Get One,0,1.0458100430586748
10,31.42,1,0,Urban,0,Web,Discount,0,0.9972475859659578
1,276.23,1,1,Urban,0,Phone,Discount,1,2.4529105837272045
1,366.54,0,1,Urban,0,Web,Buy One Get One,1,2.2669690245227567
11,122.56,0,1,Rural,0,Phone,Discount,0,1.695025351074858
11,224.93,1,1,Urban,0,Multichannel,Buy One Get One,1,2.008768581744618
8,161.96,1,0,Urban,0,Web,Buy One Get One,0,1.173650719126569
6,208.3,1,0,Urban,1,Web,Buy One Get One,0,0.9545013503072929
7,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,0.911078467768744
7,450.57,0,1,Rural,0,Web,Buy One Get One,0,1.1484113103085136
7,29.99,1,0,Rural,1,Phone,Buy One Get One,0,0.6928889418648507
2,198.12,1,0,Surburban,0,Phone,Buy One Get One,0,0.4954914754816546
2,34.66,1,0,Urban,0,Phone,No Offer,0,1.124379004396577
6,229.66,0,1,Surburban,1,Phone,Buy One Get One,0,0.6709788162570138
10,464.99,0,1,Surburban,0,Web,Discount,0,1.3381281876400528
9,29.99,1,0,Rural,0,Web,No Offer,0,1.0824890127582745
10,104.71,0,1,Surburban,1,Phone,Buy One Get One,1,1.9743459258613034
9,130.04,0,1,Rural,0,Phone,Buy One Get One,0,1.1697862515087105
4,652.09,1,0,Urban,1,Multichannel,No Offer,1,1.7753744119271415
3,119.98,0,1,Surburban,0,Phone,No Offer,0,0.25551242071660774
6,47.73,1,0,Rural,1,Web,No Offer,0,1.0011825986341738
4,442.53,1,0,Surburban,1,Web,No Offer,0,1.2868061122738441
1,113.58,1,0,Urban,1,Phone,Discount,0,0.5717732249828855
7,73.42,0,1,Urban,0,Web,No Offer,0,0.7318282121484398
12,123.92,0,1,Urban,1,Web,Buy One Get One,0,1.1021919564695806
9,119.97,1,0,Surburban,1,Phone,No Offer,0,1.2918247319221259
9,72.39,1,0,Surburban,1,Web,Buy One Get One,0,1.1424008424106717
9,154.28,0,1,Urban,0,Phone,Buy One Get One,0,0.5314244914739068
2,179.17,0,1,Surburban,0,Phone,Discount,0,0.5438270639291821
3,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1.9691867857577696
4,29.99,0,1,Urban,1,Phone,Buy One Get One,0,0.5838592472386182
8,30.9,1,0,Surburban,0,Web,Buy One Get One,0,0.7198035173893444
7,291.55,1,0,Surburban,0,Web,No Offer,0,1.1929481429029332
2,194.12,1,0,Rural,0,Phone,Discount,0,0.5061273110104548
3,794.43,1,0,Urban,1,Web,Buy One Get One,0,0.7185395924150371
10,222.42,0,1,Surburban,0,Phone,Discount,0,1.523455191679424
12,99.32,1,0,Urban,1,Phone,Buy One Get One,0,0.41770320278341055
1,29.99,1,0,Urban,0,Phone,Discount,0,0.7517148578744155
11,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.465548936204799
6,780.47,1,1,Urban,1,Multichannel,Buy One Get One,0,0.9106674548026202
7,69.13,0,1,Rural,0,Web,No Offer,0,0.5548093928788305
9,29.99,0,1,Urban,0,Web,No Offer,0,2.016952722598182
6,137.93,0,1,Surburban,1,Phone,Buy One Get One,0,0.7662710102669138
1,29.99,0,1,Rural,0,Web,Discount,0,0.9453804652438557
5,145.48,0,1,Urban,1,Web,Buy One Get One,0,0.8271606840426426
4,29.99,0,1,Urban,0,Phone,Buy One Get One,0,0.5901348739493172
9,183.08,1,0,Surburban,0,Web,No Offer,0,0.5465034293119526
1,284.05,0,1,Urban,0,Phone,Buy One Get One,0,1.522202456208943
1,595.1,1,0,Urban,1,Web,No Offer,0,1.234906578123084
9,31.2,1,0,Surburban,0,Web,No Offer,0,1.298510162543792
8,540.86,0,1,Urban,1,Multichannel,Discount,0,0.7588973858842498
11,29.99,0,1,Surburban,0,Phone,Discount,0,0.7981870031294628
2,351.85,1,0,Rural,0,Web,Discount,1,2.3179064972242074
8,129.28,0,1,Urban,1,Phone,Discount,0,1.0383684794409829
11,357.79,1,0,Surburban,0,Phone,No Offer,1,2.0505427164025596
9,97.78,1,0,Surburban,1,Phone,Discount,0,1.2119891886622187
11,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1.3645359005873396
1,836.03,0,1,Surburban,1,Web,No Offer,0,0.6939369029301514
7,618.41,1,1,Surburban,1,Web,Buy One Get One,0,0.9362661724948812
10,154.41,1,0,Urban,1,Phone,Discount,0,0.28651229076042317
6,319.48,1,1,Urban,1,Multichannel,Discount,0,0.4864611828176737
6,36.7,0,1,Surburban,1,Web,No Offer,0,0.7010618533369538
7,215.2,1,0,Urban,0,Phone,Buy One Get One,0,1.163308768566143
2,242.02,0,1,Surburban,1,Web,Buy One Get One,0,1.0768455157332528
3,416.16,1,1,Urban,0,Web,Discount,1,2.1938270231097574
3,138.82,1,0,Rural,1,Phone,Discount,1,2.269942489582033
2,29.99,1,0,Surburban,0,Web,Discount,0,0.3470028628361138
10,174.31,1,0,Surburban,0,Web,Buy One Get One,1,1.9449380924615758
3,415.97,1,0,Rural,0,Multichannel,Discount,0,1.113766283271144
11,488.31,1,0,Urban,0,Multichannel,No Offer,0,1.1968958626596629
3,39.17,0,1,Surburban,1,Web,No Offer,0,0.32069037571130976
8,298.23,1,0,Surburban,1,Web,No Offer,0,1.569435560613976
6,70.7,0,1,Urban,0,Web,Buy One Get One,0,1.112180910359671
9,29.99,1,0,Urban,0,Web,No Offer,0,0.7326965989617982
1,74.14,1,0,Urban,0,Phone,No Offer,0,1.265067615153262
11,118.47,0,1,Urban,1,Web,Buy One Get One,0,0.8003334281615406
9,538.66,0,1,Rural,1,Phone,Buy One Get One,0,0.8266161831886285
1,89.1,0,1,Surburban,1,Web,Discount,0,1.3264640545135928
1,237.21,1,0,Surburban,0,Phone,Discount,0,0.5009328792310712
9,39.14,0,1,Rural,0,Phone,No Offer,0,1.270481844969309
9,670.72,1,1,Surburban,1,Phone,No Offer,0,0.5910259488496695
9,56.12,1,0,Urban,1,Phone,Buy One Get One,0,1.0179564390889544
7,76.44,0,1,Surburban,0,Phone,Buy One Get One,0,1.4113271539632983
1,179.29,0,1,Urban,1,Web,Discount,0,1.1708197737435952
6,60.51,0,1,Surburban,1,Phone,Discount,0,0.8412079402108379
1,652.52,0,1,Urban,1,Multichannel,No Offer,0,0.3887304132185907
1,206.73,0,1,Surburban,0,Web,Discount,0,0.6524828953631399
12,306.51,1,1,Urban,0,Phone,Discount,0,1.42073073420136
4,29.99,0,1,Urban,0,Web,Discount,0,1.1890259419806644
4,94.63,0,1,Surburban,0,Phone,Buy One Get One,0,0.7586194667434527
5,799.62,1,1,Urban,1,Multichannel,No Offer,0,1.4008397079133346
3,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1.1667010884245466
11,463.84,1,0,Surburban,0,Multichannel,Buy One Get One,0,1.8645901693959588
6,29.99,1,0,Urban,1,Web,No Offer,0,0.6688225208248529
11,439.25,1,1,Urban,0,Web,Discount,0,1.660428363001047
4,32.06,0,1,Urban,0,Web,Discount,0,1.5666459757397087
9,121.06,0,1,Urban,0,Web,No Offer,1,2.474911927596698
1,826.35,0,1,Urban,1,Multichannel,Discount,1,1.6844889220996904
6,628.31,1,1,Rural,1,Phone,Buy One Get One,0,0.9380198109347669
10,139.31,0,1,Surburban,1,Web,Discount,0,0.45987104054790606
4,557.17,1,1,Urban,1,Multichannel,Buy One Get One,0,0.3589250256800942
1,375.63,1,0,Surburban,0,Web,No Offer,0,0.45092938422273143
7,73.54,1,0,Urban,1,Phone,No Offer,0,0.736320998058124
4,29.99,0,1,Urban,0,Web,Discount,0,0.6323033686868074
6,217.15,1,1,Urban,0,Multichannel,No Offer,1,2.239940003255278
2,29.99,1,0,Surburban,0,Phone,No Offer,0,0.9664370461719776
1,900.31,0,1,Surburban,1,Multichannel,Buy One Get One,0,1.164721992105397
10,29.99,1,0,Urban,0,Web,No Offer,0,1.164692163328996
2,191.14,1,0,Rural,1,Phone,No Offer,0,0.2726931696477445
1,642.91,1,0,Urban,1,Multichannel,No Offer,0,1.0542971972458295
1,347.61,1,1,Urban,1,Web,Buy One Get One,0,1.1008227078057748
6,131.18,0,1,Surburban,1,Phone,Buy One Get One,0,0.49468839450182234
5,596.1,1,0,Urban,1,Phone,No Offer,0,0.37278502243154377
11,161.64,1,0,Rural,0,Phone,Buy One Get One,0,1.1029348076429568
3,144.75,1,0,Urban,0,Phone,Buy One Get One,0,0.9796271191927199
9,130.98,1,0,Urban,1,Web,Discount,0,0.7046905496385487
6,208.48,1,0,Urban,0,Web,Buy One Get One,0,1.25357330334032
9,375.18,0,1,Rural,0,Web,Discount,0,1.9201425815994506
12,243.48,0,1,Urban,1,Multichannel,Discount,0,1.3312522004817207
2,154.47,1,0,Urban,0,Phone,Buy One Get One,0,0.5057101440995815
1,617.29,0,1,Urban,1,Multichannel,Buy One Get One,0,1.0719594720162129
8,188.64,0,1,Surburban,0,Phone,Buy One Get One,0,0.9084824161890092
8,151.23,0,1,Rural,0,Web,No Offer,0,1.2823725622082391
1,773.73,1,1,Urban,1,Multichannel,No Offer,1,2.610731136385856
5,131.36,0,1,Urban,0,Web,Buy One Get One,0,1.229309806577517
2,196.3,0,1,Urban,0,Web,Discount,0,1.2710286052766937
3,137.23,0,1,Urban,0,Phone,Buy One Get One,0,1.055222186294791
2,29.99,1,0,Surburban,1,Phone,No Offer,0,0.6436764469097798
4,102.01,1,0,Surburban,0,Web,Discount,0,1.4650118908349907
10,366.93,1,0,Surburban,0,Web,Buy One Get One,0,1.1815008175763724
1,690.81,0,1,Rural,1,Web,Discount,0,0.7769809003327567
9,85.11,1,0,Urban,0,Web,Discount,0,1.10697381864695
10,102.15,0,1,Urban,0,Phone,No Offer,0,1.1921524970851731
1,196.72,1,0,Urban,1,Phone,Buy One Get One,0,1.0481693262495078
1,299.13,1,1,Rural,0,Phone,Buy One Get One,0,0.8833329751658119
9,148.94,0,1,Surburban,0,Web,Buy One Get One,0,0.9933848257348877
7,29.99,0,1,Urban,0,Phone,Discount,0,1.2340089570597288
1,580.7,0,1,Surburban,1,Web,Discount,0,0.9539626082901855
5,62.91,1,0,Surburban,1,Phone,No Offer,0,1.0984124753018831
6,248.42,1,0,Surburban,0,Web,No Offer,1,2.1222219874990595
7,256.52,1,0,Urban,1,Web,No Offer,0,0.47517094384489067
10,42.12,1,0,Urban,1,Phone,Buy One Get One,0,0.8155360367832253
4,688.81,1,1,Urban,1,Phone,Buy One Get One,0,0.4353145857154094
4,29.99,1,0,Urban,1,Phone,No Offer,0,1.1403749156018614
9,29.99,1,0,Urban,0,Phone,No Offer,0,0.9511230653296912
2,488.08,1,0,Surburban,0,Multichannel,No Offer,1,1.9307339092593592
5,41.33,1,0,Urban,1,Web,No Offer,0,1.4349259682671633
9,332.16,1,0,Urban,0,Web,Buy One Get One,1,2.34847233783812
9,29.99,0,1,Rural,0,Web,Discount,0,1.0938390692162674
1,319.52,1,0,Urban,0,Multichannel,Discount,1,2.4179900172012205
5,348.11,0,1,Rural,0,Web,Buy One Get One,1,2.242399268515264
1,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,1.0749154939442445
3,70.97,0,1,Rural,1,Web,Discount,0,1.0577788523119773
9,64.34,0,1,Urban,0,Web,No Offer,0,1.0376374027007993
10,90.29,1,0,Surburban,1,Web,Discount,1,1.8896510562397761
5,181.16,0,1,Urban,0,Phone,Buy One Get One,1,1.796877735817222
10,177.88,0,1,Rural,0,Web,No Offer,0,1.3337452194065897
7,184.29,1,0,Surburban,0,Web,No Offer,0,0.7741567453109434
3,634.77,1,0,Surburban,1,Web,Buy One Get One,0,1.396043513609952
9,91.87,1,0,Surburban,0,Web,Discount,1,1.9799896708540334
7,78.27,1,0,Surburban,1,Web,No Offer,0,1.1666235974413734
6,132.58,1,0,Urban,1,Phone,Buy One Get One,1,1.9962545698973573
6,512.89,1,1,Urban,1,Phone,Buy One Get One,0,1.5308222041135129
3,465.17,1,1,Rural,0,Web,Discount,0,0.31660134594812117
11,403.04,0,1,Surburban,0,Phone,Discount,1,0.943378079217084
2,309.11,1,1,Surburban,0,Web,No Offer,1,2.154031845043739
10,148.37,0,1,Surburban,0,Web,No Offer,0,0.6058370077641084
1,849.69,0,1,Urban,1,Phone,Buy One Get One,0,0.9531168417057313
1,309.58,1,0,Surburban,0,Web,Buy One Get One,0,1.0866120120089382
1,644.55,0,1,Rural,1,Multichannel,No Offer,0,0.555340565016966
7,98.97,1,0,Surburban,0,Web,Discount,0,0.10696159905065927
3,508.31,1,0,Rural,1,Multichannel,Discount,0,0.9747005143484242
10,76.88,1,0,Rural,1,Phone,Buy One Get One,0,1.46143316009646
3,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.4546864487719389
5,215.99,1,1,Surburban,1,Multichannel,Discount,0,0.6679770992613744
2,36.97,1,0,Urban,1,Phone,Buy One Get One,0,0.9125185702697309
11,42.04,1,0,Rural,1,Phone,Buy One Get One,0,1.4516525698159761
10,123.03,0,1,Surburban,1,Web,Discount,0,1.0069416300113059
9,411.3,0,1,Surburban,0,Web,No Offer,0,1.3414981604233638
9,93.66,0,1,Urban,0,Phone,No Offer,0,0.6161414943216492
10,196.13,1,0,Urban,1,Phone,Buy One Get One,0,0.9307939116642628
3,158.57,1,0,Urban,1,Phone,Buy One Get One,0,0.8567773671108703
1,106.27,1,0,Urban,1,Phone,No Offer,0,0.59777065975016
9,513.43,0,1,Urban,1,Multichannel,Buy One Get One,0,1.0440720286596592
2,272.63,1,1,Surburban,0,Phone,No Offer,1,2.3810864056273546
2,1020.29,0,1,Surburban,1,Multichannel,Buy One Get One,1,2.7975791596952817
